0, 0, [728.125], [504.16666667], [-704.79166667], [-66.66666667] 1 
36, 36, [563.28125], [513.54166667], [-340.1171875], [-71.91730118] 1 
37, 37, [728.125], [512.5], [-704.79166667], [-75.] 1 
38, 38, [800.], [541.66666667], [-720.10416667], [-100.98870056] 1 
39, 39, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
40, 40, [563.28125], [513.54166667], [-340.1171875], [-71.91730118] 1 
41, 41, [728.125], [512.5], [-704.79166667], [-75.] 1 
42, 42, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
43, 43, [728.125], [512.5], [-704.79166667], [-75.] 1 
44, 44, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
45, 45, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
46, 46, [728.125], [512.5], [-704.79166667], [-75.] 1 
47, 47, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
48, 48, [650.], [550.], [-330.41666667], [-109.3220339] 1 
49, 49, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
50, 50, [728.125], [512.5], [-704.79166667], [-75.] 1 
51, 51, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
52, 52, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
53, 53, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
54, 54, [741.40625], [518.75], [-713.15104167], [-75.89285714] 1 
55, 55, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
56, 56, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
57, 57, [741.40625], [518.75], [-713.15104167], [-75.89285714] 1 
58, 58, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
59, 59, [600.], [516.66666667], [-280.41666667], [-75.98870056] 1 
60, 60, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
61, 61, [726.5625], [542.70833333], [-258.984375], [-100.60307018] 1 
62, 62, [849.21875], [555.20833333], [-753.4765625], [-113.34786822] 1 
63, 63, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
64, 64, [726.5625], [542.70833333], [-258.984375], [-100.60307018] 1 
65, 65, [849.21875], [555.20833333], [-753.4765625], [-113.34786822] 1 
66, 66, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
67, 67, [726.5625], [542.70833333], [-258.984375], [-100.60307018] 1 
68, 68, [849.21875], [555.20833333], [-753.4765625], [-113.34786822] 1 
69, 69, [772.65625], [469.79166667], [-506.70572917], [-27.93120155] 1 
70, 70, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
71, 71, [726.5625], [542.70833333], [-258.984375], [-100.60307018] 1 
72, 72, [772.65625], [469.79166667], [-506.70572917], [-27.93120155] 1 
73, 73, [375.], [480.20833333], [-327.60416667], [-40.64789377] 1 
74, 74, [782.8125], [662.5], [-412.39583333], [-221.55511811] 1 
75, 75, [782.8125], [662.5], [-412.39583333], [-221.55511811] 1 
76, 76, [782.8125], [662.5], [-412.39583333], [-221.55511811] 1 
77, 77, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
78, 78, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
79, 79, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
80, 80, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
81, 81, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
82, 82, [506.25], [480.20833333], [-486.27604167], [-39.53036723] 1 
83, 83, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
84, 84, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
85, 85, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
86, 86, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
87, 87, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
88, 88, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
89, 89, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
90, 90, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
91, 91, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
92, 92, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
93, 93, [356.25], [511.45833333], [-193.41145833], [-73.58851085] 1 
94, 94, [740.625], [522.91666667], [-717.29166667], [-85.41666667] 1 
95, 95, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
96, 96, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
97, 97, [673.4375], [522.91666667], [-650.10416667], [-85.41666667] 1 
98, 98, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
99, 99, [673.4375], [522.91666667], [-650.10416667], [-85.41666667] 1 
100, 100, [270.3125], [483.33333333], [100.10416667], [-42.38845144] 1 
101, 101, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
102, 102, [270.3125], [483.33333333], [100.10416667], [-42.38845144] 1 
103, 103, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
104, 104, [270.3125], [483.33333333], [100.10416667], [-42.38845144] 1 
105, 105, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
106, 106, [270.3125], [483.33333333], [100.10416667], [-42.38845144] 1 
107, 107, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
108, 108, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
109, 109, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
110, 110, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
111, 111, [189.0625], [589.58333333], [181.35416667], [-148.63845144] 1 
112, 112, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
113, 113, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
114, 114, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
115, 115, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
116, 116, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
117, 117, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
118, 118, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
119, 119, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
120, 120, [699.21875], [511.45833333], [-659.23177083], [-65.6752008] 1 
121, 121, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
122, 122, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
123, 123, [335.9375], [480.20833333], [-288.54166667], [-40.64789377] 1 
124, 124, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
125, 125, [550.], [496.875], [-530.02604167], [-56.1970339] 1 
126, 126, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
127, 127, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
128, 128, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
129, 129, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
130, 130, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
131, 131, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
132, 132, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
133, 133, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
134, 134, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
135, 135, [512.5], [488.54166667], [-492.52604167], [-47.86370056] 1 
136, 136, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
137, 137, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
138, 138, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
139, 139, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
140, 140, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
141, 141, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
142, 142, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
143, 143, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
144, 144, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
145, 145, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
146, 146, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
147, 147, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
148, 148, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
149, 149, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
150, 150, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
151, 151, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
152, 152, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
153, 153, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
154, 154, [721.875], [494.79166667], [-674.47916667], [-55.23122711] 1 
155, 155, [747.65625], [510.41666667], [-719.40104167], [-67.55952381] 1 
156, 156, [306.25], [510.41666667], [-272.60416667], [-63.04824561] 1 
157, 157, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
158, 158, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
159, 159, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
160, 160, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
161, 161, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
162, 162, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
163, 163, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
164, 164, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
165, 165, [782.8125], [504.16666667], [-759.47916667], [-66.66666667] 1 
166, 166, [276.5625], [501.04166667], [-208.4375], [-60.67469419] 1 
167, 167, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
168, 168, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
169, 169, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
170, 170, [276.5625], [501.04166667], [-208.4375], [-60.67469419] 1 
171, 171, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
172, 172, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
173, 173, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
174, 174, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
175, 175, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
176, 176, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
177, 177, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
178, 178, [556.25], [488.54166667], [-536.27604167], [-47.86370056] 1 
179, 179, [768.75], [504.16666667], [-745.41666667], [-66.66666667] 1 
180, 180, [253.125], [501.04166667], [-185.], [-60.67469419] 1 
181, 181, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
182, 182, [575.], [496.875], [-555.02604167], [-56.1970339] 1 
183, 183, [368.75], [488.54166667], [-348.77604167], [-47.86370056] 1 
184, 184, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
185, 185, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
186, 186, [575.], [496.875], [-555.02604167], [-56.1970339] 1 
187, 187, [368.75], [488.54166667], [-348.77604167], [-47.86370056] 1 
188, 188, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
189, 189, [881.25], [463.54166667], [-861.27604167], [-22.86370056] 1 
190, 190, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
191, 191, [575.], [496.875], [-555.02604167], [-56.1970339] 1 
192, 192, [368.75], [488.54166667], [-348.77604167], [-47.86370056] 1 
193, 193, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
194, 194, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
195, 195, [575.], [496.875], [-555.02604167], [-56.1970339] 1 
196, 196, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
197, 197, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
198, 198, [575.], [496.875], [-555.02604167], [-56.1970339] 1 
199, 199, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
200, 200, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
201, 201, [752.34375], [523.95833333], [-712.35677083], [-78.1752008] 1 
202, 202, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
203, 203, [687.5], [512.5], [-664.16666667], [-75.] 1 
204, 204, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
205, 205, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
206, 206, [687.5], [512.5], [-664.16666667], [-75.] 1 
207, 207, [525.], [488.54166667], [-505.02604167], [-47.86370056] 1 
208, 208, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
209, 209, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
210, 210, [893.75], [471.875], [-873.77604167], [-31.1970339] 1 
211, 211, [193.75], [414.58333333], [-160.10416667], [32.78508772] 1 
212, 212, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
213, 213, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
214, 214, [893.75], [471.875], [-873.77604167], [-31.1970339] 1 
215, 215, [193.75], [414.58333333], [-160.10416667], [32.78508772] 1 
216, 216, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
217, 217, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
218, 218, [368.75], [496.875], [-348.77604167], [-56.1970339] 1 
219, 219, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
220, 220, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
221, 221, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
222, 222, [368.75], [496.875], [-348.77604167], [-56.1970339] 1 
223, 223, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
224, 224, [153.125], [403.125], [-105.72916667], [36.43543956] 1 
225, 225, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
226, 226, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
227, 227, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
228, 228, [900.], [463.54166667], [-880.02604167], [-22.86370056] 1 
229, 229, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
230, 230, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
231, 231, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
232, 232, [900.], [463.54166667], [-880.02604167], [-22.86370056] 1 
233, 233, [656.25], [505.20833333], [-636.27604167], [-64.53036723] 1 
234, 234, [593.75], [513.54166667], [-573.77604167], [-72.86370056] 1 
235, 235, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
236, 236, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
237, 237, [900.], [463.54166667], [-880.02604167], [-22.86370056] 1 
238, 238, [375.], [496.875], [-355.02604167], [-56.1970339] 1 
239, 239, [714.0625], [522.91666667], [-690.72916667], [-85.41666667] 1 
240, 240, [789.0625], [544.79166667], [-741.66666667], [-105.23122711] 1 
241, 241, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
242, 242, [900.], [463.54166667], [-880.02604167], [-22.86370056] 1 
243, 243, [375.], [496.875], [-355.02604167], [-56.1970339] 1 
244, 244, [714.0625], [522.91666667], [-690.72916667], [-85.41666667] 1 
245, 245, [622.65625], [510.41666667], [-594.40104167], [-67.55952381] 1 
246, 246, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
247, 247, [622.65625], [510.41666667], [-594.40104167], [-67.55952381] 1 
248, 248, [814.84375], [558.33333333], [-786.58854167], [-115.47619048] 1 
249, 249, [548.4375], [510.41666667], [-514.79166667], [-63.04824561] 1 
250, 250, [622.65625], [510.41666667], [-594.40104167], [-67.55952381] 1 
251, 251, [814.84375], [558.33333333], [-786.58854167], [-115.47619048] 1 
252, 252, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
253, 253, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
254, 254, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
255, 255, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
256, 256, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
257, 257, [571.875], [531.25], [-548.54166667], [-93.75] 1 
258, 258, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
259, 259, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
260, 260, [571.875], [531.25], [-548.54166667], [-93.75] 1 
261, 261, [375.], [480.20833333], [-355.02604167], [-39.53036723] 1 
262, 262, [475.], [471.875], [-455.02604167], [-31.1970339] 1 
263, 263, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
264, 264, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
265, 265, [571.875], [531.25], [-548.54166667], [-93.75] 1 
266, 266, [375.], [480.20833333], [-355.02604167], [-39.53036723] 1 
267, 267, [734.375], [500.], [-700.72916667], [-52.63157895] 1 
268, 268, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
269, 269, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
270, 270, [571.875], [531.25], [-548.54166667], [-93.75] 1 
271, 271, [375.], [480.20833333], [-355.02604167], [-39.53036723] 1 
272, 272, [734.375], [500.], [-700.72916667], [-52.63157895] 1 
273, 273, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
274, 274, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
275, 275, [571.875], [531.25], [-548.54166667], [-93.75] 1 
276, 276, [375.], [480.20833333], [-355.02604167], [-39.53036723] 1 
277, 277, [734.375], [500.], [-700.72916667], [-52.63157895] 1 
278, 278, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
279, 279, [643.75], [507.29166667], [-596.35416667], [-67.73122711] 1 
280, 280, [571.875], [531.25], [-548.54166667], [-93.75] 1 
281, 281, [375.], [480.20833333], [-355.02604167], [-39.53036723] 1 
282, 282, [734.375], [500.], [-700.72916667], [-52.63157895] 1 
283, 283, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
284, 284, [571.875], [531.25], [-548.54166667], [-93.75] 1 
285, 285, [693.75], [554.16666667], [-660.10416667], [-106.79824561] 1 
286, 286, [431.25], [521.875], [-411.27604167], [-81.1970339] 1 
287, 287, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
288, 288, [693.75], [554.16666667], [-660.10416667], [-106.79824561] 1 
289, 289, [431.25], [521.875], [-411.27604167], [-81.1970339] 1 
290, 290, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
291, 291, [693.75], [554.16666667], [-660.10416667], [-106.79824561] 1 
292, 292, [600.], [525.], [-520.10416667], [-84.3220339] 1 
293, 293, [368.75], [496.875], [-348.77604167], [-56.1970339] 1 
294, 294, [493.75], [496.875], [-473.77604167], [-56.1970339] 1 
295, 295, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
296, 296, [693.75], [554.16666667], [-660.10416667], [-106.79824561] 1 
297, 297, [600.], [525.], [-520.10416667], [-84.3220339] 1 
298, 298, [368.75], [496.875], [-348.77604167], [-56.1970339] 1 
299, 299, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
300, 300, [693.75], [554.16666667], [-660.10416667], [-106.79824561] 1 
301, 301, [600.], [525.], [-520.10416667], [-84.3220339] 1 
302, 302, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
303, 303, [815.625], [500.], [-781.97916667], [-52.63157895] 1 
304, 304, [600.], [525.], [-520.10416667], [-84.3220339] 1 
305, 305, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
306, 306, [487.5], [505.20833333], [-467.52604167], [-64.53036723] 1 
307, 307, [600.], [525.], [-520.10416667], [-84.3220339] 1 
308, 308, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
309, 309, [487.5], [505.20833333], [-467.52604167], [-64.53036723] 1 
310, 310, [600.], [525.], [-520.10416667], [-84.3220339] 1 
311, 311, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
312, 312, [849.21875], [523.95833333], [-809.23177083], [-78.1752008] 1 
313, 313, [375.], [505.20833333], [-355.02604167], [-64.53036723] 1 
314, 314, [600.], [525.], [-520.10416667], [-84.3220339] 1 
315, 315, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
316, 316, [849.21875], [523.95833333], [-809.23177083], [-78.1752008] 1 
317, 317, [375.], [505.20833333], [-355.02604167], [-64.53036723] 1 
318, 318, [600.], [525.], [-520.10416667], [-84.3220339] 1 
319, 319, [725.], [561.45833333], [-656.875], [-121.09136086] 1 
320, 320, [849.21875], [523.95833333], [-809.23177083], [-78.1752008] 1 
321, 321, [785.15625], [550.], [-756.90104167], [-107.14285714] 1 
322, 322, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
323, 323, [476.5625], [495.83333333], [-453.22916667], [-58.33333333] 1 
324, 324, [849.21875], [523.95833333], [-809.23177083], [-78.1752008] 1 
325, 325, [785.15625], [550.], [-756.90104167], [-107.14285714] 1 
326, 326, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
327, 327, [476.5625], [495.83333333], [-453.22916667], [-58.33333333] 1 
328, 328, [849.21875], [523.95833333], [-809.23177083], [-78.1752008] 1 
329, 329, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
330, 330, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
331, 331, [656.25], [510.41666667], [-519.89583333], [-68.85822511] 1 
332, 332, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
333, 333, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
334, 334, [790.625], [530.20833333], [-676.796875], [-90.49202128] 1 
335, 335, [632.8125], [585.41666667], [-609.47916667], [-147.91666667] 1 
336, 336, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
337, 337, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
338, 338, [790.625], [530.20833333], [-676.796875], [-90.49202128] 1 
339, 339, [632.8125], [585.41666667], [-609.47916667], [-147.91666667] 1 
340, 340, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
341, 341, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
342, 342, [632.8125], [585.41666667], [-609.47916667], [-147.91666667] 1 
343, 343, [851.5625], [554.16666667], [-715.20833333], [-112.60822511] 1 
344, 344, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
345, 345, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
346, 346, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
347, 347, [851.5625], [554.16666667], [-715.20833333], [-112.60822511] 1 
348, 348, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
349, 349, [704.6875], [510.41666667], [-568.33333333], [-68.85822511] 1 
350, 350, [493.75], [505.20833333], [-473.77604167], [-64.53036723] 1 
351, 351, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
352, 352, [851.5625], [554.16666667], [-715.20833333], [-112.60822511] 1 
353, 353, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
354, 354, [704.6875], [510.41666667], [-568.33333333], [-68.85822511] 1 
355, 355, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
356, 356, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
357, 357, [704.6875], [510.41666667], [-568.33333333], [-68.85822511] 1 
358, 358, [875.], [511.45833333], [-712.16145833], [-73.58851085] 1 
359, 359, [468.75], [488.54166667], [-448.77604167], [-47.86370056] 1 
360, 360, [636.71875], [498.95833333], [-596.73177083], [-53.1752008] 1 
361, 361, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
362, 362, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
363, 363, [468.75], [488.54166667], [-448.77604167], [-47.86370056] 1 
364, 364, [636.71875], [498.95833333], [-596.73177083], [-53.1752008] 1 
365, 365, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
366, 366, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
367, 367, [468.75], [488.54166667], [-448.77604167], [-47.86370056] 1 
368, 368, [636.71875], [498.95833333], [-596.73177083], [-53.1752008] 1 
369, 369, [673.4375], [507.29166667], [-626.04166667], [-67.73122711] 1 
370, 370, [942.1875], [527.08333333], [-752.60416667], [-87.52289377] 1 
371, 371, [407.03125], [510.41666667], [-378.77604167], [-67.55952381] 1 
372, 372, [725.78125], [682.29166667], [-630.0390625], [-240.43120155] 1 
373, 373, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
374, 374, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
375, 375, [636.71875], [498.95833333], [-596.73177083], [-53.1752008] 1 
376, 376, [673.4375], [507.29166667], [-626.04166667], [-67.73122711] 1 
377, 377, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
378, 378, [475.], [505.20833333], [-455.02604167], [-64.53036723] 1 
379, 379, [636.71875], [498.95833333], [-596.73177083], [-53.1752008] 1 
380, 380, [673.4375], [507.29166667], [-626.04166667], [-67.73122711] 1 
381, 381, [780.46875], [701.04166667], [-684.7265625], [-259.18120155] 1 
382, 382, [381.25], [505.20833333], [-361.27604167], [-64.53036723] 1 
